n_pre_nbrs,n_pre_nbrs_5km,n_matured_pre_nbrs,nbr_mat_min_strict,nbr_mat_std_strict,nbr_mat_median_strict,nbr_mat_cv_strict,local_recent_wash_mean,op_n_sites_preT,op_n_prior_matured,op_track_mean_strict,op_track_goodfrac_strict,site_key,client_id,t_open,y,realized_mature,express_like,group,oof_prob
5,0,1,4407.0,,4407.0,,7078.0666666666675,11,0,,,clearwater_000397::13,clearwater_000397,2023-05-01,1,8165.384615384615,True,clearwater_000397,0.39482762840666324
18,1,9,0.0,4215.898765922115,2865.3076923076924,1.059023154423947,4957.554901960784,9,3,10096.675213675211,1.0,dirtydogs_000082::12,dirtydogs_000082,2023-05-01,0,7240.307692307692,True,dirtydogs_000082,0.5003652961001703
6,2,0,,,,,6498.166666666666,6,0,,,edgeexpress_000446::6,edgeexpress_000446,2023-05-01,1,8116.923076923077,True,edgeexpress_000446,0.4268688477251426
16,3,3,5433.692307692308,2352.362171729143,8775.692307692309,0.291834067187835,5647.172916666666,33,0,,,luvcarwash_000457::36,luvcarwash_000457,2023-05-01,0,5563.2307692307695,True,luvcarwash_000457,0.26797462368852837
2,0,0,,,,,11209.166666666666,30,0,,,magnolia_000414::41,magnolia_000414,2023-05-01,0,6508.384615384615,True,magnolia_000414,0.6243054681459298
9,1,6,620.5,2885.664989394261,3359.423076923077,0.7618079391206937,5637.9875,2,1,9223.076923076924,1.0,mintexpresscw_000248::3,mintexpresscw_000248,2023-05-01,0,84.3076923076923,False,mintexpresscw_000248,0.4402321512913061
6,1,1,8775.692307692309,,8775.692307692309,,5760.777777777778,13,0,,,mrcleancw_000329::14,mrcleancw_000329,2023-05-01,0,4620.7692307692305,True,mrcleancw_000329,0.35735131618585975
18,6,9,0.0,4355.131134372603,1535.2307692307693,1.16777416669048,4743.231372549019,1,0,,,soakaustralia_000409::2,soakaustralia_000409,2023-05-01,1,10472.46153846154,True,soakaustralia_000409,0.47857322156628185
6,1,4,4082.0,5268.253429247037,11108.346153846154,0.4897905816195158,7089.027777777778,1,0,,,superfineautospa_000443::1,superfineautospa_000443,2023-05-01,0,1132.4615384615386,False,superfineautospa_000443,0.5195570680462551
3,0,1,8826.615384615385,,8826.615384615385,,6198.58888888889,2,1,18559.23076923077,1.0,totalpackagecw_000206::3,totalpackagecw_000206,2023-05-01,1,10677.615384615385,True,totalpackagecw_000206,0.37400900316745367
7,0,2,7153.153846153846,744.3658692721469,7679.5,0.0969289497066406,6101.788888888888,1,0,,,trueclean_000554::1,trueclean_000554,2023-05-01,1,10146.615384615385,True,trueclean_000554,0.22715849133855343
4,0,0,,,,,11727.222222222224,4,0,,,washup_000294::7,washup_000294,2023-05-01,0,4301.923076923077,True,washup_000294,0.5600364889571094
11,1,2,22.153846153846153,11805.474068885342,8369.884615384615,1.4104703483230578,8985.734848484848,14,0,,,woodys_000289::15,woodys_000289,2023-05-01,1,21088.53846153846,True,woodys_000289,0.8361499275421328
2,0,1,7238.0,,7238.0,,6811.833333333333,2,1,4918.923076923077,0.0,wowcarwash_000158::3,wowcarwash_000158,2023-05-01,0,6741.538461538462,True,wowcarwash_000158,0.37678812014389296
4,1,1,4835.428571428572,,4835.428571428572,,4897.333333333334,12,4,6228.0192307692305,0.25,zippycarwash_000145::15,zippycarwash_000145,2023-05-01,0,2698.3076923076924,False,zippycarwash_000145,0.3636294372027813
