client_id_location_id,calendar_year,actual,predicted,n_months,abs_error,hit
misticexpresscarwash_1,2025,44628.0,39736.1463155367,12,4891.853684463298,1
misticexpresscarwash_3,2025,12054.0,15848.839923491878,12,3794.839923491878,1
mojoxpresswash_1,2025,69005.0,68938.70309796318,12,66.29690203681821,1
mojoxpresswash_2,2025,61356.0,58658.82135656929,12,2697.178643430707,1
monkeyshine_1,2025,66058.0,75295.37675696098,12,9237.376756960977,1
monstersexpressllc_1,2025,173882.0,183803.6946282257,12,9921.694628225698,1
mountainedge_1,2025,175236.0,155108.11608248128,12,20127.883917518717,0
mountainexpress_1,2025,113576.0,97416.68316439187,12,16159.31683560813,1
mountainexpress_2,2025,77351.0,78049.90443311725,12,698.9044331172481,1
moyka441_1,2025,172463.0,181530.79418474427,12,9067.79418474427,1
moyka441_3,2025,67176.0,70651.33825767669,12,3475.338257676689,1
mrcleancarwash_1,2025,79262.0,150103.69493961896,12,70841.69493961896,0
mrcleancarwash_12,2025,42756.21,63984.97755115907,12,21228.76755115907,0
mrcleancarwash_13,2025,116462.0,114322.18328810098,12,2139.816711899024,1
mrcleancarwash_15,2025,55784.0,55796.31611533562,12,12.316115335619543,1
mrcleancarwash_16,2025,85965.0,96644.31381664296,12,10679.313816642956,1
mrcleancarwash_19,2025,40904.0,73676.96789698716,11,32772.96789698716,0
mrcleancarwash_3,2025,115554.105,145272.18663305245,12,29718.081633052454,0
mrcleancarwash_4,2025,134557.0,184579.25921523868,12,50022.25921523868,0
mrcleancarwash_9,2025,100134.0,89118.51590019632,12,11015.484099803682,1
mrdcarwash_1,2025,53128.0,47760.57284293826,12,5367.427157061742,1
newportautospa_1,2025,15932.0,20727.49799531071,12,4795.49799531071,1
nicholasvillecw_1,2025,26164.0,24577.871484527514,12,1586.1285154724865,1
norcoautospa_1,2025,42038.0,45786.85466417928,12,3748.854664179278,1
northportcarwash_1,2025,32929.0,30206.096696125514,12,2722.9033038744856,1
oasisautospa_1,2025,83196.0,63836.774616569615,12,19359.225383430385,1
obxpress_1,2025,50330.0,42206.002846105475,12,8123.997153894525,1
oceanexpress_1,2025,168479.0,185605.77213694755,12,17126.772136947548,1
oceanstatecarwash_1,2025,78635.0,82382.37634756531,12,3747.3763475653104,1
orcaexpress_1,2025,67337.0,76693.20055242685,12,9356.200552426846,1
papabear_3,2025,313415.0,270241.7079145558,12,43173.292085444205,0
papabear_4,2025,305900.0,248887.7524737398,12,57012.24752626021,0
paradisefallscarwash_1,2025,181113.0,171350.94037188165,12,9762.059628118353,1
paradisefallscarwash_3,2025,71813.0,65109.34253767315,12,6703.657462326853,1
patriotpetroleum_1,2025,16658.0,19465.730473849497,12,2807.730473849497,1
pelicancarwash_1,2025,91324.0,75613.3431624324,12,15710.6568375676,1
piratescove_1,2025,92532.0,77869.6347783998,12,14662.365221600194,1
planetoil_1,2025,140385.0,115219.6741812278,12,25165.325818772195,0
platinumautospa_1,2025,138172.0,143052.18844719444,12,4880.188447194436,1
precisionexpresscarwash_1,2025,59482.0,62382.15860076702,12,2900.1586007670194,1
prestigecarwash_1,2025,193010.0,200507.49045041943,12,7497.490450419427,1
prestoconyerscarwash_1,2025,81026.0,76655.43292971974,12,4370.56707028026,1
purecarwash_1,2025,136748.0,138276.68695916128,12,1528.6869591612776,1
pvcarwash_1,2025,29943.0,29876.733825084324,12,66.26617491567595,1
quickjetcarwash_1,2025,118410.0,117265.95680845022,12,1144.0431915497757,1
quicknclean_1,2025,98980.0,89968.32356780369,12,9011.676432196313,1
radiantexpresscarwash_4,2025,130273.0,134918.94123176776,12,4645.941231767763,1
radiantexpresscarwash_5,2025,101256.0,106317.70093852554,12,5061.700938525537,1
radiantexpresscarwash_7,2025,123712.0,126854.47522754564,12,3142.4752275456412,1
radiantexpresscarwash_8,2025,140599.0,117837.44330385732,12,22761.55669614268,0
rinsemyride_2,2025,10673.0,10845.343486790023,12,172.34348679002323,1
rinsemyride_4,2025,15474.0,19296.77708047016,11,3822.7770804701613,1
riptide_1,2025,160029.0,133289.26169959284,12,26739.73830040716,0
riptide_11,2025,188327.0,158327.11972327984,10,29999.880276720156,0
