key,lat,lon
bluewave_000567::19,25.950168,-97.482917
bluewave_000567::20,26.194977,-98.145646
bluewave_000567::21,26.183282,-98.123736
bluewave_000567::22,26.344281,-98.744072
bluewave_000567::24,26.204434,-98.215872
bluewave_000567::25,26.204434,-98.215872
bluewave_000567::26,26.204434,-98.215872
bluewave_000567::27,29.858073,-95.525396
bluewave_000567::28,29.858073,-95.525396
bluewave_000567::29,29.858073,-95.525396
bluewave_000567::30,29.858073,-95.525396
bluewave_000567::31,29.858073,-95.525396
bluewave_000567::32,29.858073,-95.525396
bluewave_000567::33,29.858073,-95.525396
bluewave_000567::34,29.858073,-95.525396
bluewave_000567::35,29.858073,-95.525396
bluewave_000567::36,29.858073,-95.525396
bluewave_000567::37,29.858073,-95.525396
bluewave_000567::38,29.858073,-95.525396
bluewave_000567::39,29.858073,-95.525396
bluewave_000567::4,26.244117,-98.441805
bluewave_000567::40,29.858073,-95.525396
bluewave_000567::41,29.858073,-95.525396
bluewave_000567::42,29.858073,-95.525396
bluewave_000567::43,29.858073,-95.525396
bluewave_000567::44,29.858073,-95.525396
bluewave_000567::45,29.858073,-95.525396
bluewave_000567::46,29.858073,-95.525396
bluewave_000567::47,29.858073,-95.525396
bluewave_000567::48,37.959932,-122.504513
bluewave_000567::5,26.337954,-98.158596
bluewave_000567::6,29.57248,-98.23888
bluewave_000567::65,26.255522,-98.231659
bluewave_000567::66,26.192957,-98.232278
bluewave_000567::7,29.356146,-98.536882
bluewave_000567::9,30.242377,-94.196705
bluewavecw_000511::1,45.520372,-123.061645
bluewaveexp_000379::1,31.529781,-83.832714
bluewavefl_000622::1,26.493539,-81.804652
bobbyswash_000599::1,45.219929,-93.235943
bocagas_000342::1,27.016554,-82.133323
braseltonexpress_000339::1,34.119742,-83.764014
braseltonexpress_000339::3,34.287208,-83.809832
bubblebay_000613::1,42.065242,-71.016661
bubbledown_000358::1,28.090879,-82.450945
bubbledown_000358::3,27.925548,-82.338901
bubbledown_000358::4,27.791798,-82.328631
bubbledown_000358::5,28.217868,-82.258627
bubbleupcw_000341::1,36.060982,-95.785215
buckyscw_000301::1,39.820377,-105.165827
buffitautowash_000111::2,35.892175,-94.98526
busterscw_000595::1,42.983104,-73.78368
cadillacexpresscw_000080::5,29.638978,-95.464082
cadillacexpresscw_000080::6,29.80868,-95.501289
cadillacexpresscw_000080::7,29.653275,-95.355952
cadillacexpresscw_000080::8,29.718076,-95.313414
cajunclean_000175::2,30.390287,-88.645578
caliberocala_000153::10,33.881418,-84.275415
caliberocala_000153::11,34.268125,-77.822478
caliberocala_000153::12,32.423683,-84.948039
caliberocala_000153::13,28.606177,-81.298511
caliberocala_000153::14,27.903105,-81.622383
caliberocala_000153::15,33.894619,-84.522751
caliberocala_000153::16,33.8058,-84.043898
caliberocala_000153::17,30.420582,-86.610182
caliberocala_000153::18,29.179977,-82.139851
caliberocala_000153::19,35.788951,-81.380662
caliberocala_000153::20,34.187497,-79.819764
caliberocala_000153::21,29.113919,-82.022161
caliberocala_000153::22,36.03512,-78.89265
caliberocala_000153::23,33.730867,-84.762913
caliberocala_000153::24,42.635818,-83.234457
caliberocala_000153::9,30.395907,-87.27782
cantonautowash_000594::1,42.270754,-83.485566
capitolcw_000542::1,44.380555,-100.294949
carolinacarwash_000283::3,35.485883,-82.524799
carolinacarwash_000283::8,35.654361,-80.45651
carolinacarwash_000283::9,35.787115,-78.809278
carrollclean_000464::1,39.42309,-76.806596
carusoscarcare_000515::1,42.660797,-82.975147
carwashcafe_000425::1,26.163815,-80.256221
carwashcompanymv_000620::1,38.050788,-85.536462
cascadecw_000441::3,31.205183,-82.340859
centurycarwash_000236::4,34.963099,-90.019688
centurycarwash_000236::5,35.049118,-89.828373
centurycarwash_000236::6,34.619961,-89.957542
centurycarwash_000236::7,35.167501,-90.197336
centurycarwash_000236::8,34.822255,-89.968632
centurycarwash_000236::9,35.020376,-89.841175
championcarwash_000085::10,36.268243,-86.755504
championcarwash_000085::9,36.31853,-86.625343
championxpresscw_000216::10,37.476532,-105.894494
championxpresscw_000216::11,35.620942,-105.224665
championxpresscw_000216::12,35.264327,-106.697388
championxpresscw_000216::14,35.10967,-106.560555
championxpresscw_000216::15,35.141443,-106.699388
championxpresscw_000216::16,35.094852,-106.671801
championxpresscw_000216::17,35.071988,-106.527887
championxpresscw_000216::18,35.087693,-106.588239
championxpresscw_000216::21,31.803138,-106.28622
championxpresscw_000216::22,35.529758,-108.721917
championxpresscw_000216::23,35.638651,-106.016948
championxpresscw_000216::24,40.815626,-91.142099
championxpresscw_000216::25,40.976152,-90.365439
championxpresscw_000216::26,41.014502,-92.457097
championxpresscw_000216::27,41.643572,-93.768634
championxpresscw_000216::28,31.782084,-106.215452
championxpresscw_000216::29,39.083539,-108.473161
championxpresscw_000216::30,36.836191,-107.979813
championxpresscw_000216::31,35.058919,-106.62365
championxpresscw_000216::32,36.381561,-105.589175
championxpresscw_000216::33,38.751074,-108.055438
championxpresscw_000216::34,35.097122,-106.514995
championxpresscw_000216::35,31.699338,-106.21433
championxpresscw_000216::36,35.190077,-106.727563
championxpresscw_000216::37,31.921254,-106.439644
championxpresscw_000216::38,41.671663,-91.575468
championxpresscw_000216::39,40.080725,-104.801372
championxpresscw_000216::40,39.091796,-108.528862
championxpresscw_000216::41,38.218607,-104.638866
championxpresscw_000216::42,35.086729,-106.191495
championxpresscw_000216::43,35.266856,-106.62763
championxpresscw_000216::44,35.136515,-106.641988
championxpresscw_000216::45,31.768919,-106.423625
championxpresscw_000216::46,42.711416,-92.476856
championxpresscw_000216::47,37.256527,-107.876172
championxpresscw_000216::48,41.379244,-93.559496
championxpresscw_000216::49,40.439163,-105.076834
championxpresscw_000216::50,41.628207,-93.596848
championxpresscw_000216::52,40.969926,-90.382376
championxpresscw_000216::54,35.075692,-106.723023
championxpresscw_000216::55,40.478634,-104.888337
championxpresscw_000216::6,38.446741,-105.192968
championxpresscw_000216::7,32.786352,-108.255477
championxpresscw_000216::9,34.809855,-106.734471
champscarwash_000290::1,35.302107,-97.725042
charliescw_000634::1,33.603787,-83.876059
circlek_000060::2,37.057958,-84.646206
circlek_000060::3,90.0,90.0
circlek_000060::4,37.102142,-84.60609
classicautowash_000387::1,43.01909,-74.362342
classicexpcw_000556::1,38.244742,-85.745003
classictouchcw_000410::1,36.141987,-80.298132
clean_000473::1,32.795481,-97.35229
clean_000473::2,32.795481,-97.35229
clean_000473::4,32.206666,-98.231869
cleancarwash_000496::1,26.385412,-80.076956
clearwater_000397::1,29.783995,-95.801398
clearwater_000397::10,30.227812,-95.690946
clearwater_000397::11,29.767282,-95.7346
clearwater_000397::12,33.218134,-96.683801
clearwater_000397::13,30.221294,-95.582446
clearwater_000397::14,30.423414,-95.485602
clearwater_000397::15,30.349712,-95.789172
clearwater_000397::17,33.761763,-96.58246
clearwater_000397::2,32.344189,-97.397479
clearwater_000397::3,30.281572,-95.572634
clearwater_000397::5,29.91236,-95.483751
clearwater_000397::6,30.001758,-95.639408
clearwater_000397::7,32.71757,-96.32169
clearwater_000397::8,32.522763,-97.351425
clearwater_000397::9,30.336786,-95.465689
coastlineexpress_000307::1,33.984025,-78.366689
cocopahcw_000495::1,32.606372,-114.651704
colonialcw_000420::1,26.616341,-81.773508
colonialcw_000420::3,34.903465,-82.332515
colonialcw_000420::4,34.935418,-82.276214
colonialcw_000420::5,34.886981,-82.395673
colonialcw_000420::6,34.821982,-82.283667
conyerscw_000407::1,33.657631,-84.002184
cosmicexpress_000633::1,29.56382,-97.942396
crownamerica_000361::1,33.859734,-118.126212
cruisercw_000635::1,45.480859,-122.856729
crystalclean_000481::1,32.738321,-83.662477
cudahycw_000277::1,33.96535,-118.186432
detricks_000422::1,33.852795,-79.076283
detricks_000422::2,33.642721,-78.972438
detricks_000422::4,33.754789,-78.96342
dickys_000583::1,40.770525,-85.166528
dickys_000583::3,40.818633,-84.939277
dickys_000583::4,40.899222,-85.513781
dickys_000583::6,41.170275,-85.496273
dinoclean_000636::1,33.146326,-96.803514
dinodashcw_000486::1,37.118405,-113.624141
dinodashcw_000486::2,37.098795,-113.538323
dirtydogs_000082::10,33.99695,-84.590787
dirtydogs_000082::11,33.926135,-84.258581
dirtydogs_000082::12,26.204154,-80.204147
dirtydogs_000082::13,28.660302,-82.115275
dirtydogs_000082::7,28.079042,-80.622057
dirtydogs_000082::8,28.120341,-80.700704
dirtydogs_000082::9,27.995721,-82.384533
dixhillscw_000517::1,40.832405,-73.361128
doubles_000498::1,28.396894,-80.704206
dripautospa_000581::1,41.550259,-87.471044
dripcw_000575::1,42.789107,-83.744255
dripcw_000575::2,42.582382,-83.863032
drivethruexp_000568::1,33.839337,-117.975581
edgeexpcarwash_000258::3,35.376797,-80.730412
edgeexpress_000446::1,38.582632,-77.310795
edgeexpress_000446::2,35.27447,-81.527178
edgeexpress_000446::4,35.272839,-81.505185
edgeexpress_000446::5,35.61146,-78.552998
edgeexpress_000446::6,35.819689,-78.84433
edgeexpress_000446::7,35.734915,-78.779244
edgeexpress_000446::8,38.468896,-77.452916
edgeexpress_000446::9,34.966287,-80.99204
eightmile_000525::1,38.057389,-121.35107
elitecare_000384::1,40.72053,-82.543567
elksedge_000551::1,36.278306,-80.83281
emmonscw_000437::1,31.03783,-97.391293
encinocw_000505::1,34.16109,-118.512997
eugeneoil_000271::1,44.064047,-123.138772
evanstoncw_000480::1,42.04049,-87.7079
expressonvaghn_000523::1,32.339673,-86.1967
expressprocw_000601::1,34.010149,-83.844651
expresstunnelcw_000348::1,-33.416188,149.584141
expresswash_000431::1,27.966472,-81.964586
expresswash_000431::3,28.283508,-81.342165
expresswash_000431::4,28.697302,-81.352366
fastnfuriouscw_000519::1,37.721558,-85.838873
fasttrack_000411::1,33.789864,-84.621534
feelgoodcw_000632::1,32.768736,-96.896734
fivestar_000150::5,35.80853,-80.876477
fivestar_000150::6,36.037923,-79.855561
fivestar_000150::7,36.20347,-81.666814
flexwash_000565::1,45.389658,-84.91293
floriscarwash_000233::3,28.567229,-81.253872
foamworks_000377::10,31.962452,-83.7617
foamworks_000377::3,32.744581,-83.725471
foamworks_000377::5,32.210393,-82.395381
foamworks_000377::6,31.206105,-81.482241
foamworks_000377::7,32.824003,-83.655083
foamworks_000377::8,32.824003,-83.655083
foamworks_000377::9,32.824003,-83.655083
foothillscw_000461::1,33.320404,-111.975864
fordroadcw_000592::1,42.326516,-83.28874
frankiescw_000573::1,33.320194,-111.803247
fullertoncw_000623::1,33.87773,-117.924141
gallocw_000541::1,29.681032,-82.339484
gallocw_000541::3,29.617285,-82.334077
gateexpress_000618::1,29.86502,-81.298636
gateexpress_000618::10,30.287486,-81.53526
gateexpress_000618::11,30.287679,-81.632642
gateexpress_000618::12,30.107022,-81.824287
gateexpress_000618::13,30.271697,-81.736182
gateexpress_000618::14,30.197925,-81.822671
gateexpress_000618::15,30.204806,-81.759624
gateexpress_000618::17,30.490194,-81.626135
gateexpress_000618::18,30.627948,-81.584513
gateexpress_000618::19,30.267134,-81.523856
gateexpress_000618::2,30.061189,-81.5066
gateexpress_000618::20,30.259799,-81.467796
gateexpress_000618::21,30.242652,-81.51928
gateexpress_000618::3,29.931092,-81.330148
gateexpress_000618::4,29.963797,-81.488415
gateexpress_000618::5,30.123617,-81.39804
gateexpress_000618::6,30.237718,-81.387521
gateexpress_000618::7,30.095409,-81.521777
gateexpress_000618::8,30.163302,-81.599716
gateexpress_000618::9,30.287033,-81.450022
genesis_000221::6,32.041707,-81.065624
glacierexpress_000240::3,45.771451,-108.576477
gocleancw_000426::1,30.483011,-84.236133
gocleancw_000426::2,30.486467,-84.316525
gocleancw_000426::3,31.993646,-85.122932
grandprix::2,37.966086,-122.311246
grantspass_000460::1,42.431153,-123.318906
greatnorthaw_000297::1,45.78032,-87.084065
greenwayaw_000607::1,42.822256,-83.708029
grimescene_000454::1,33.594474,-102.35867
gwatzillacw_000494::1,34.882062,-92.11047
haffners_000014::15,42.777154,-71.087406
halloffamecw_000586::1,34.213142,-78.019639
happycarwash_000373::1,32.808608,-117.116502
happycarwash_000394::1,44.642831,-123.112628
happycarwash_000394::3,45.718651,-122.657629
highway80cw_000598::1,32.103128,-81.224031
huzzyscw_000571::1,42.116831,-83.280262
ikocarwash_000359::1,26.065774,-80.259596
imperialcw_000484::1,28.284794,-82.676549
internationalautospa_000316::1,27.26952,-82.468549
intracoastalcw_000313::1,30.746067,-88.110775
jallocw_000405::1,28.123434,-82.740657
jammincw_000186::3,28.210245,-82.354389
jetexpress_000303::1,35.158971,-83.392801
jimwood_000518::1,32.281339,-107.760101
jjexpresscw_000427::1,32.837872,-109.736334
jjscarwash_000042::4,29.450234,-95.073725
joescw_000659::1,34.873515,-84.312818
joespremiumcw_000369::1,37.127241,-120.242962
johnsautospa_000372::1,41.68066,-86.187393
johnsautospa_000372::2,41.443039,-85.978403
jupitercw_000637::1,26.935102,-80.137123
kentoncw_000450::1,40.633479,-83.615398
kindcw_000508::1,39.23034,-85.911034
kingscw_000295::1,34.701982,-77.148764
kiwicw_000382::1,27.638438,-80.429003
kiwicw_000382::3,32.626428,-85.403931
lakecharlestoyota_000582::1,30.185955,-93.178661
lakeeffect_000492::1,43.455418,-76.516106
lakehavasuexp_000487::1,34.476881,-114.3462
lakesedge_000550::1,35.58289,-80.988709
launchcw_000311::1,36.019154,-95.887928
launchcw_000311::3,36.060422,-95.903565
licketysplitexp_000558::1,39.606931,-119.224565
liquidsunshine_000493::1,30.238959,-81.552761
lonestarsuds_000315::2,33.47971,-101.887632
lonestarsuds_000315::4,33.560291,-101.957412
luvcarwash_000457::1,29.204319,-82.141949
luvcarwash_000457::10,36.085064,-115.2247
luvcarwash_000457::11,33.131864,-117.084833
luvcarwash_000457::12,34.207063,-84.816156
luvcarwash_000457::13,34.490069,-85.341746
luvcarwash_000457::15,30.199436,-81.620419
luvcarwash_000457::16,29.053978,-81.302675
luvcarwash_000457::17,28.93373,-81.29851
luvcarwash_000457::18,29.883119,-81.325309
luvcarwash_000457::19,30.103418,-81.54281
luvcarwash_000457::2,36.064171,-115.057118
luvcarwash_000457::20,28.996574,-81.303256
luvcarwash_000457::21,26.212162,-80.203563
luvcarwash_000457::22,30.253528,-81.537563
luvcarwash_000457::23,30.324914,-81.410341
luvcarwash_000457::24,30.102709,-81.704885
luvcarwash_000457::25,30.32353,-81.495
luvcarwash_000457::26,26.136913,-80.157622
luvcarwash_000457::27,25.456161,-80.474476
luvcarwash_000457::28,32.748972,-117.207289
luvcarwash_000457::29,32.678365,-117.083109
luvcarwash_000457::3,36.03475,-115.204548
luvcarwash_000457::30,32.821439,-117.151838
luvcarwash_000457::31,32.808938,-117.218487
luvcarwash_000457::32,32.583587,-117.094256
luvcarwash_000457::33,32.805097,-115.569394
luvcarwash_000457::34,30.1522,-81.75143
luvcarwash_000457::35,30.313489,-81.565598
luvcarwash_000457::36,30.222043,-81.561327
luvcarwash_000457::37,31.997533,-81.252529
luvcarwash_000457::38,29.477238,-81.180899
luvcarwash_000457::39,31.980277,-81.14651
luvcarwash_000457::4,36.053869,-115.244284
luvcarwash_000457::40,30.1567,-81.850673
luvcarwash_000457::41,30.205954,-81.740243
luvcarwash_000457::42,28.656632,-81.531356
luvcarwash_000457::43,31.985857,-81.133084
luvcarwash_000457::44,41.463347,-75.642816
luvcarwash_000457::45,32.143536,-81.245837
luvcarwash_000457::46,41.379785,-75.716791
luvcarwash_000457::47,40.246039,-75.242847
luvcarwash_000457::48,32.137114,-81.254503
luvcarwash_000457::49,32.137114,-81.254503
luvcarwash_000457::5,36.170861,-115.062779
luvcarwash_000457::50,32.137114,-81.254503
luvcarwash_000457::51,34.098382,-118.363165
luvcarwash_000457::52,34.172246,-118.839434
luvcarwash_000457::53,30.294064,-81.608274
luvcarwash_000457::54,33.833876,-84.339045
luvcarwash_000457::55,34.168099,-118.61746
luvcarwash_000457::56,34.203776,-118.535759
luvcarwash_000457::57,34.27424,-118.779327
luvcarwash_000457::58,34.271427,-118.796904
luvcarwash_000457::59,34.194692,-118.606377
luvcarwash_000457::6,36.035278,-114.997061
luvcarwash_000457::61,34.201644,-118.450113
luvcarwash_000457::62,30.103792,-81.481626
luvcarwash_000457::63,30.024504,-81.705612
luvcarwash_000457::7,36.100598,-115.095574
luvcarwash_000457::9,34.740081,-85.272011
magicbrush_000533::1,33.910598,-117.273396
magicbrush_000533::2,34.13636,-117.336237
magicbrush_000533::3,34.13636,-117.336237
magicbrush_000533::4,33.678363,-117.801696
magicbrush_000533::6,33.22041,-117.225348
magiccitycw_000357::1,48.242594,-101.296108
magictunnel_000072::14,40.151127,-84.209229
magictunnel_000072::15,38.824613,-82.170341
magnolia_000414::1,35.107255,-78.879354
magnolia_000414::10,34.468856,-84.459045
magnolia_000414::11,30.896877,-83.328985
magnolia_000414::12,30.199968,-85.817142
magnolia_000414::13,36.399707,-78.982459
magnolia_000414::14,30.444902,-84.262325
magnolia_000414::16,33.954284,-78.050537
magnolia_000414::17,34.219363,-78.016417
magnolia_000414::18,37.147302,-80.594734
magnolia_000414::19,37.141632,-80.414765
magnolia_000414::2,35.052512,-78.974183
magnolia_000414::20,30.178203,-81.701911
magnolia_000414::21,30.248837,-81.758642
magnolia_000414::22,30.213697,-84.363303
magnolia_000414::23,32.080804,-81.281454
magnolia_000414::24,32.197102,-81.198461
magnolia_000414::25,26.695957,-80.111931
magnolia_000414::26,30.267804,-81.616052
magnolia_000414::27,35.891303,-84.545548
magnolia_000414::28,28.656632,-81.531358
magnolia_000414::3,36.060766,-79.86948
magnolia_000414::39,30.883581,-83.273203
magnolia_000414::4,36.697196,-79.8933
magnolia_000414::40,31.321836,-85.830266
magnolia_000414::41,30.197685,-85.683658
magnolia_000414::42,35.5489,-77.057683
magnolia_000414::43,31.862621,-82.581653
magnolia_000414::44,30.335723,-81.415354
magnolia_000414::45,32.872091,-80.016047
magnolia_000414::46,41.299518,-81.514325
magnolia_000414::47,32.405966,-80.633475
magnolia_000414::48,31.585181,-84.220036
magnolia_000414::49,36.337725,-86.616426
magnolia_000414::5,36.487831,-80.615823
magnolia_000414::50,31.783519,-82.363346
magnolia_000414::51,36.084169,-78.310355
magnolia_000414::52,37.637204,-77.333351
magnolia_000414::53,37.510765,-77.774051
magnolia_000414::54,38.254834,-77.427413
magnolia_000414::55,33.644294,-78.984851
magnolia_000414::56,33.644294,-78.984851
magnolia_000414::57,29.783855,-82.471437
magnolia_000414::58,37.507396,-77.586891
magnolia_000414::59,30.30623,-82.978024
magnolia_000414::60,30.136203,-81.777775
magnolia_000414::61,30.156747,-85.590829
magnolia_000414::62,29.64006,-82.422423
magnolia_000414::63,26.700926,-81.847481
magnolia_000414::64,38.218812,-85.538056
magnolia_000414::65,26.94817,-82.000273
magnolia_000414::66,33.852802,-79.076297
magnolia_000414::67,33.64273,-78.972423
magnolia_000414::68,37.171945,-76.473321
magnolia_000414::7,28.18792,-80.672724
magnolia_000414::70,30.318032,-81.559771
magnolia_000414::8,35.079922,-84.033822
magnolia_000414::9,34.880718,-84.294426
magnuscarwash_000376::1,34.198812,-117.374506
mainstreet_000067::3,34.005312,-96.409418
martintowncw_000477::1,33.496174,-81.958404
megashine_000539::1,42.524142,-82.93248
midtowncw_000328::1,37.351597,-79.226193
midtowncw_000328::3,37.417781,-79.909738
mojoxpresswash_000048::2,33.106081,-82.023607
monkeyshinecw_000417::1,37.266489,-121.942
monstercw_000412::1,34.638374,-112.335123
moonstone_000312::1,37.21381,-80.399483
mountainedge_000549::1,36.9594,-81.094736
mountainexp_000478::1,35.298967,-82.435915
mountainexp_000478::2,35.345642,-82.431425
moyoka_000134::3,26.137555,-80.186351
mrcleancw_000329::11,33.96829,-84.027131
mrcleancw_000329::15,34.243998,-84.488233
mrcleancw_000329::16,33.989672,-84.276084
mrcleancw_000329::18,34.525735,-83.978974
mrcleancw_000329::3,28.827789,-81.886517
mrcleancw_000329::4,34.879404,-83.955614
mrdcarwash_000205::3,42.53266,-89.021182
mrsuds_000654::1,26.187101,-80.252566
napcowash_000528::1,36.817316,-76.442251
naplescw_000547::1,26.263571,-81.801982
nationwideexp_000560::1,49.044374,-122.793136
nationwideexp_000560::3,49.236148,-122.867332
newdaycw_000610::1,33.431792,-86.73551
oasisautospa_000475::1,33.150031,-96.681147
obxpress_000458::1,36.071209,-75.695873
oceansexp_000393::1,39.871619,-105.024489
olliewash_000159::3,37.788223,-87.058436
orbitcw_000611::1,34.003142,-84.083148
orcaexpresscw_000424::1,47.167173,-122.143404
ottosexpresscw_000299::3,30.355982,-86.098323
ottosexpresscw_000299::4,30.664521,-88.152891
overflowexpress_000089::3,33.238072,-87.564188
papabear_000353::1,34.549367,-82.673463
papabear_000353::3,34.826488,-82.561558
papabear_000353::4,34.53198,-82.696329
papabear_000353::5,34.889706,-82.347669
paradisebay_000076::2,31.997716,-81.252309
patsnustar_000483::1,28.004506,-81.717798
pelicanauto_000399::1,26.842872,-80.061195
pelicancw_000512::1,27.832146,-80.480688
peppyscw_000491::1,35.69621,-88.83325
peppyscw_000491::3,36.416408,-89.07305
piratescove_000559::1,35.390246,-77.920261
presidentialcw_000589::1,29.945594,-95.652508
presidentialcw_000589::2,30.02274,-95.385819
pridec_000401::1,40.52337,-85.676227
purecw_000503::1,31.264948,-90.472096
quickandcleancw_000262::2,30.484953,-86.418488
quickjetcw_000314::1,35.863212,-83.528217
racerclassiccw_000389::1,29.514765,-98.535841
racerclassiccw_000389::2,29.546814,-98.315193
racerclassiccw_000389::3,29.543351,-98.367414
racerclassiccw_000389::4,32.22764,-101.470918
racerclassiccw_000389::5,29.648032,-98.425777
racerclassiccw_000389::7,29.776941,-98.727082
racerclassiccw_000389::8,29.574329,-98.56694
racersedge_000279::2,36.262384,-80.363748
racewaycw_000646::1,42.04323,-88.277633
radiantcw_000133::4,28.234121,-82.458155
radiantcw_000133::5,28.531061,-82.511505
radiantcw_000133::6,27.7847,-82.385129
radiantcw_000133::7,28.267881,-82.189138
radiantcw_000133::8,27.995794,-82.486232
ranchocw_000526::1,36.541801,-121.904418
revexpress_000340::1,34.829075,-82.369705
ridethru_000552::1,33.975098,-118.122287
riflecw_000534::1,39.522185,-107.776676
rinsemyride_000430::1,33.517119,-112.185799
rinsemyride_000430::2,33.653881,-112.067082
rinsemyride_000430::4,33.596954,-112.134696
riptideneuse_000337::1,35.941287,-78.56125
riptideneuse_000337::10,35.870828,-78.622983
riptideneuse_000337::11,33.984135,-78.366512
riptideneuse_000337::2,37.567904,-77.401774
riptideneuse_000337::3,35.97045,-78.950788
riptideneuse_000337::5,35.257218,-81.11407
riptideneuse_000337::6,35.31534,-81.189886
riptideneuse_000337::7,36.799515,-76.352007
riptideneuse_000337::8,35.18044,-78.981892
riptideneuse_000337::9,34.724284,-76.744276
roadrunner_000462::1,42.85561,-88.327308
roadrunner_000462::2,42.948682,-88.109803
roadrunner_000462::4,43.179321,-88.100869
rocketwash_000183::5,34.285426,-85.166383
rocketwashnc_000309::10,35.398095,-77.964284
rocketwashnc_000309::3,36.149309,-81.230864
rocketwashnc_000309::4,36.150853,-81.112259
rocketwashnc_000309::5,35.94702,-79.059055
rocketwashnc_000309::7,36.07598,-79.274999
rocketwashnc_000309::9,35.757164,-78.740868
rocksedge_000548::1,36.262458,-80.365561
