source_file,n_excluded,pred_loo_y1,pred_loo_y2,pred_loo_y3,pred_loo_y4,pred_loo_y5,plateau_loo,proxy_loo,nmat_loo,pred_leaky_y1,pred_leaky_y2,pred_leaky_y3,pred_leaky_y4,pred_leaky_y5,plateau_leaky,proxy_leaky,nmat_leaky
Sonny's Express Exterior Proforma_0695w00000NRsyVAAT.xlsx,1,6042.447645829333,7532.36324653917,7871.75951529983,8156.079719380598,8272.659205840886,7866.479475913844,True,31,6268.837236287488,7824.785993126866,8182.668268389363,8481.773996620917,8604.058967732077,8174.222373380504,True,32
Sonny's Express Exterior Proforma_0695w00000NRw9rAAD.xlsx,1,11154.917249844915,13952.884239806885,14789.322906092057,15647.02232624624,16069.300118395227,14582.712724913175,True,4,11154.917249844952,13952.884239806932,14789.32290609211,15647.022326246297,16069.300118395282,14582.712724913228,True,4
Sonny's Express Exterior Proforma_0695w00000NS2LnAAL.xlsx,1,5688.026807468105,6995.105258467662,7308.172408951593,7616.860647362722,7764.393158482232,7283.433251223257,True,22,5522.712272074298,6543.064584537577,6704.137530372875,6898.1002020888845,7005.227669286346,6754.758471407754,True,23
Sonny's Express Exterior Proforma_0695w00000NS46vAAD.xlsx,1,6824.70684445007,9121.371128651035,8868.86157182296,8000.729899458825,7709.401433050724,9383.294240292656,True,4,6869.020829481816,8943.676231523368,8541.584154289949,7538.970947697403,7206.540084086534,9156.668925446267,True,4
Sonny's Express Exterior Proforma_0695w00000NTLEfAAP.xlsx,1,7927.481677398345,10749.44383069586,10626.645776091098,9783.537267533256,9508.731679583509,11086.640982465016,True,7,7898.022197695551,10638.5367571862,10474.20994149972,9598.19674721854,9313.862149755529,10959.316211839252,True,7
Sonny's Express Exterior Proforma_0695w00000NTSyBAAX.xlsx,1,7853.731353515291,10722.411694010008,10629.755126035883,9815.621877649915,9546.54800726045,11072.066122929,True,6,7786.119990247312,10422.967380641216,10207.229749081724,9293.439037756803,8995.182260807389,10725.345645785834,True,7
Sonny's Express Exterior Proforma_0695w00000NTTWNAA5.xlsx,1,8106.7421796131375,10860.084777721668,10680.314612594417,9778.100025930746,9490.624855468552,11176.60568754442,True,6,7809.336880648802,10513.595158685806,10370.61974787642,9527.279756642003,9257.77974974598,10829.600778483598,True,7
Sonny's Express Exterior Proforma_0695w00000OuG88AAF.xlsx,1,5292.760575787017,6728.246468685459,6730.255643467243,6381.0618949140235,6380.288037254999,6857.509799227923,False,0,4804.551508169236,5498.131354933416,5247.870077022395,4758.49121265427,4744.633675476828,5485.219549737755,False,1
Sonny's Express Exterior Proforma_0695w00000Q9fLQAAZ.xlsx,1,4278.564023115545,5518.895132323339,5578.1725108418495,5361.905803266968,5389.405028821738,5640.466699525113,False,4,4680.806374028414,5743.833994378383,5672.947147291514,5329.571979720854,5338.791760259259,5814.024845062641,False,4
Sonny's Express Exterior Proforma_0695w00000ShakSAAR.xlsx,1,5333.155249187985,6173.248580053879,5939.149262199878,5592.831941661864,5398.776669001505,6337.822995638882,False,2,5890.59008328246,6680.065790927395,6345.021996415889,5913.713889166452,5687.02641776087,6823.857417270722,True,3
Sonny's Express Exterior Proforma_069f2000005RKKcAAO.xlsx,1,6414.223839191582,7706.57402210835,8300.08293262572,8581.758355190888,8788.931454546184,8168.372401515611,False,1,6446.832462310432,7435.204228962973,7859.604315203623,8026.984148248127,8230.934447972644,7840.553081565855,False,2
Sonny's Express Exterior Proforma_069f2000005RXyRAAW.xlsx,1,6812.349105017231,7707.086476329304,7895.88337665565,7732.104094894875,7764.481796864212,8107.079473466578,False,0,5410.982487869217,6007.506638002225,6096.276720976622,5928.259586953267,5954.8786929650305,6303.603431988246,False,1
Sonny's Express Exterior Proforma_069f2000005YrmtAAC.xlsx,1,7313.166551086971,9261.065639480432,9583.854389007882,9693.18612490895,9671.1237402215,9705.140093338448,True,12,7301.366872323011,9220.13021118051,9530.922583783964,9634.981027953863,9612.899812297102,9656.35565617768,True,12
Sonny's Express Exterior Proforma_069f2000005ZqijAAC.xlsx,1,5799.3452534983435,6815.106988592618,7112.015475049634,7057.00643463767,7082.562422613984,7203.725068158916,False,0,6238.604082483852,6813.8380501944785,6855.8684369080265,6624.7644969934945,6656.344012155095,7133.917828512846,False,1
Sonny's Express Exterior Proforma_069f2000005aZWaAAM.xlsx,1,5785.816074040871,7031.556396822071,6822.087945294336,6261.087480571629,6200.044251492535,7103.734437601391,False,2,5351.732282976969,6932.966177477304,6982.295894166964,6689.684866965746,6707.82965950702,7091.3987070948315,True,3
Sonny's Express Exterior Proforma_069f2000005bE4vAAE.xlsx,1,5792.227063969938,7993.782792075734,8281.935271929267,8120.3489915561395,8158.7021822049965,8270.007616229504,True,9,5936.73951338584,8277.135144499422,8608.623252926589,8469.158390858884,8511.746196229642,8578.184053369305,True,10
Sonny's Express Exterior Proforma_069f2000005bnKZAAY.xlsx,1,6142.464798659496,7376.526368592927,7775.799608027766,7770.09882685907,7795.917082329502,7818.09006834269,False,0,4822.883972249497,5546.712013889885,5728.822039666836,5642.904100760766,5665.11223824874,5847.005315104023,False,1
Sonny's Express Exterior Proforma_069f2000007NfTCAA0.xlsx,1,6155.4309912350045,6865.646905980323,7023.239653635646,6918.318447966399,6895.49029732911,7234.693280310993,False,1,7178.301501437333,7788.581415442764,7850.672754389286,7681.960177376336,7653.430726257721,8154.394834319514,False,1
Sonny's Express Exterior Proforma_069f2000007OHDbAAO.xlsx,1,7107.0620444870665,9046.220622234656,9217.217997960066,9091.269879974514,8932.297491785073,9490.445327058102,True,3,6342.892952042993,7791.930002104546,7788.258657510357,7574.720562251136,7406.36919930647,8111.113776470662,True,3
Sonny's Express Exterior Proforma_069f2000007OO9hAAG.xlsx,1,7000.919538839455,8236.512395348707,8735.397981762293,8833.770666413204,8890.124797949129,8782.972031015699,True,5,7308.631499866642,8569.057406242035,9074.49600825493,9172.620749336122,9232.246242310988,9130.805055675257,True,5
Sonny's Express Exterior Proforma_069f2000007PSrqAAG.xlsx,1,5493.297725899071,7509.902348733103,7749.539011367905,7569.144012587713,7599.733069099807,7756.627689087414,True,10,5149.622213454587,7297.919271247457,7633.071790930991,7543.371957683827,7581.536144606918,7584.313866505005,True,11
Sonny's Express Exterior Proforma_069f2000007PVkwAAG.xlsx,1,5926.488710195431,6744.856969012356,6956.817803210038,6861.531782365752,6826.891652040583,7140.03643923173,False,1,7426.115423953329,8155.241629443903,8253.256059137979,8067.547968118001,8019.561273918186,8562.645870790911,False,1
Sonny's Express Exterior Proforma_069f2000008KdYrAAK.xlsx,1,6625.113120709807,7629.2305959082,8043.471086175528,8862.262771252148,9455.502919131004,7822.837417521663,True,4,6625.113120709807,7629.2305959082,8043.471086175528,8862.262771252148,9455.502919131004,7822.837417521663,True,4
Sonny's Express Exterior Proforma_069f200000960PmAAI.xlsx,1,5832.109915637014,6916.787424554655,7044.071096663193,7169.7931340788455,7231.359261905313,7142.306324111784,True,6,5904.607175913098,7116.2368868075755,7304.77818992857,7470.586273407539,7543.153347912667,7375.695293954426,True,7
Will Ream Proforma - Southern_069f2000004wAxRAAU.xlsx,2,11154.917249844915,13952.884239806885,15153.594903276557,16695.991270588576,17592.728091759884,14582.712724913175,True,4,11154.917249844952,13952.884239806932,15153.59490327661,16695.991270588635,17592.728091759946,14582.712724913228,True,4
