site_key,client_id,site_id,latitude,longitude,,created_date,first_hour,last_hour,hours_observed,span_days,span_years,washes_year_1,washes_year_2,washes_year_3,washes_year_4,washes_year_5
washrackcw_000243___1,washrackcw_000243,1,44.021517,-116.923156,,2020-04-02 15:17:57,2020-07-15 17:00:00,2026-07-09 17:00:00,26565,2185,5.98220397,33704,68880,76035,72878,73266
superior76_000242___1,superior76_000242,1,33.627802,-117.932612,,2020-04-02 15:13:35,2020-07-21 16:00:00,2026-07-09 23:00:00,17693,2179,5.965776865,9195,20876,17536,17758,19521
caliberocala_000153___8,caliberocala_000153,8,29.640236,-81.677275,,2020-04-02 15:25:40,2020-07-21 15:00:00,2026-07-09 4:00:00,29364,2178,5.963039014,37970,99472,105221,97729,102441
evergreencarwash_000209___1,evergreencarwash_000209,1,37.31349,-121.791827,,2019-11-12 13:45:02,2020-07-21 21:00:00,2026-07-09 3:00:00,27116,2178,5.963039014,13430,47612,60916,59053,61322
snappyscarwash_000115___3,snappyscarwash_000115,3,41.835095,-87.744074,,2020-06-15 19:23:09,2020-07-24 1:00:00,2026-07-10 0:00:00,22734,2176,5.957563313,15947,29614,28441,22789,29832
brookhurstexpresscw_000235___1,brookhurstexpresscw_000235,1,33.751349,-117.955791,,2020-02-28 13:33:38,2020-07-31 19:00:00,2026-07-09 3:00:00,28270,2168,5.935660507,12708,108396,118173,95115,109628
alabasterwash_000244___1,alabasterwash_000244,1,33.233164,-86.811658,,2020-04-02 15:23:41,2020-07-30 13:00:00,2026-07-07 23:00:00,23770,2168,5.935660507,10211,19876,27363,31869,35406
championxpresscw_000216___5,championxpresscw_000216,5,36.010863,-106.064759,,2020-05-22 15:16:36,2020-07-31 22:00:00,2026-07-09 0:00:00,26145,2168,5.935660507,67548,103298,103422,105767,98893
washwizard_000252___1,washwizard_000252,1,33.046986,-80.11047,,2020-05-22 14:25:16,2020-08-05 17:00:00,2026-07-10 5:00:00,30449,2164,5.924709103,65030,146646,147686,137974,128599
lathroparcocw_000241___1,lathroparcocw_000241,1,37.825176,-121.220685,,2020-04-02 15:02:51,2020-08-06 18:00:00,2026-07-10 2:00:00,26929,2163,5.921971253,11346,29767,21152,25245,26812
waterwayscarspa_000270___1,waterwayscarspa_000270,1,28.631951,-81.319785,,2020-07-27 15:10:55,2020-08-06 14:00:00,2026-07-09 21:00:00,20514,2163,5.921971253,35425,29036,29898,26945,23649
expresswashco1_000027___1,expresswashco1_000027,1,38.988234,-104.799323,,2017-01-24 18:55:23,2020-01-01 0:00:00,2025-12-01 13:00:00,25153,2161,5.916495551,,,6956,102443,144728
bulldogcarwash_000246___1,bulldogcarwash_000246,1,33.945559,-83.439595,,2020-05-01 21:02:23,2020-08-11 21:00:00,2026-07-09 4:00:00,22192,2157,5.905544148,19944,28433,27658,26775,24284
mintexpresscw_000248___1,mintexpresscw_000248,1,29.90448,-95.684667,,2020-05-06 18:21:02,2020-08-18 16:00:00,2026-07-10 1:00:00,28545,2151,5.889117043,52296,102048,112922,63416,200
championxpresscw_000216___4,championxpresscw_000216,4,35.132014,-106.55062,,2020-04-02 15:20:04,2020-08-17 19:00:00,2026-07-09 0:00:00,26228,2151,5.889117043,38942,117859,118986,140980,135435
trushine_000114___4,trushine_000114,4,36.3856,-82.416551,,2020-06-26 15:55:36,2020-09-02 18:00:00,2026-07-10 5:00:00,24430,2136,5.848049281,36517,64403,80418,93375,106517
centurycarwash_000236___2,centurycarwash_000236,2,34.933143,-90.009888,,2020-06-15 14:50:53,2020-09-09 18:00:00,2026-07-09 0:00:00,28096,2128,5.826146475,92294,162291,136268,120225,111734
firehosecw_000274___1,firehosecw_000274,1,43.482408,-112.00907,,2020-08-12 14:29:41,2020-09-30 14:00:00,2026-07-09 1:00:00,24616,2107,5.768651608,32386,37032,44235,50372,74102
chandicw_000267___1,chandicw_000267,1,37.476036,-120.849081,,2020-07-20 18:04:59,2020-10-08 14:00:00,2026-07-09 0:00:00,11757,2099,5.746748802,3334,5568,4240,3296,2121
hitechautocare_000052___2,hitechautocare_000052,2,18.406832,-66.105474,,2020-10-12 19:43:15,2020-10-13 18:00:00,2026-07-08 21:00:00,19450,2094,5.733059548,89864,92497,95896,87598,97101
sandiegocarcare_000024___4,sandiegocarcare_000024,4,32.952341,-117.233602,,2020-10-14 15:28:50,2020-10-14 17:00:00,2026-07-09 22:00:00,11886,2094,5.733059548,1269,2535,2453,2985,3539
norcocarspa_000257___1,norcocarspa_000257,1,33.897697,-117.564489,,2020-06-15 14:48:54,2020-10-27 22:00:00,2026-07-09 23:00:00,20847,2081,5.697467488,18946,49416,39990,37306,37196
cadillacexpresscw_000080___3,cadillacexpresscw_000080,3,29.870405,-95.395894,,2020-07-06 14:40:49,2020-10-28 19:00:00,2026-07-09 0:00:00,27733,2079,5.691991786,73708,148763,158616,157650,137593
allwashedup_000264___1,allwashedup_000264,1,40.533604,-79.84589,,2020-07-06 15:22:54,2020-11-03 16:00:00,2026-07-08 4:00:00,29918,2072,5.672826831,45766,81714,95154,89930,92816
blupalmexpress_000293___1,blupalmexpress_000293,1,27.229054,-82.493761,,2020-10-09 18:10:46,2020-11-12 19:00:00,2026-07-09 4:00:00,22066,2064,5.650924025,36992,67752,74609,55864,47120
aquawave_000292___1,aquawave_000292,1,34.076347,-84.060437,,2020-10-09 13:32:27,2020-11-12 5:00:00,2026-07-08 4:00:00,25044,2063,5.648186174,60391,105294,125770,130931,145018
greenoceancw_000275___1,greenoceancw_000275,1,41.565449,-70.595305,,2020-08-12 14:32:13,2020-11-19 18:00:00,2026-07-09 5:00:00,25984,2057,5.631759069,43222,79584,80748,81030,93022
cleanwave_000278___1,cleanwave_000278,1,33.802604,-118.07235,,2020-09-04 12:41:45,2020-11-24 18:00:00,2026-07-09 2:00:00,26375,2052,5.618069815,94334,158185,145154,161803,181000
ottosexpresscw_000299___1,ottosexpresscw_000299,1,30.385499,-86.398009,,2020-11-11 14:52:55,2020-12-02 16:00:00,2026-07-09 23:00:00,24828,2045,5.59890486,111243,118787,112692,111736,116476
rivercities_000269___1,rivercities_000269,1,45.089664,-87.650392,,2020-07-27 15:08:42,2020-12-08 13:00:00,2026-07-09 22:00:00,20083,2039,5.582477755,24255,51078,60004,53418,48779
snapclean___3,snapclean,3,32.705263,-96.839664,,2020-07-27 15:15:45,2020-12-09 22:00:00,2026-07-10 0:00:00,24300,2038,5.579739904,73708,164772,148180,138489,142177
paradisefallscw_000194___3,paradisefallscw_000194,3,33.847416,-84.609562,,2020-10-02 14:49:06,2020-12-10 23:00:00,2026-07-10 5:00:00,25188,2037,5.577002053,48214,64778,62108,53564,58575
5028893university___1,5028893university,1,26.051387,-80.252474,,2016-04-13 14:55:55,2020-01-01 5:00:00,2025-07-24 22:00:00,21147,2031,5.560574949,,,,5791,14337
radiantcw_000133___3,radiantcw_000133,3,28.142664,-81.484409,,2020-09-30 13:33:21,2020-12-17 20:00:00,2026-07-10 5:00:00,26101,2030,5.557837098,88770,149867,161339,140753,135203
expresswashco1_000027___2,expresswashco1_000027,2,38.87385,-104.817602,,2018-11-13 14:04:31,2020-01-01 0:00:00,2025-07-23 23:00:00,24721,2030,5.557837098,,63957,95220,90826,93150
waterscarwash_000245___3,waterscarwash_000245,3,26.628927,-80.084893,,2020-10-02 12:40:16,2020-12-19 3:00:00,2026-07-10 5:00:00,26337,2029,5.555099247,48113,88650,156669,172208,201435
americanpride_000238___3,americanpride_000238,3,35.519497,-78.314718,,2020-09-30 12:13:02,2020-12-17 15:00:00,2026-07-08 4:00:00,28785,2028,5.552361396,107827,157969,164002,171014,188677
aarons_000265___1,aarons_000265,1,41.441925,-97.320746,,2020-07-06 15:25:03,2020-12-18 19:00:00,2026-07-08 0:00:00,25921,2027,5.549623546,35840,80786,96528,106780,131090
sudsdeluxe_000305___1,sudsdeluxe_000305,1,30.114038,-95.554531,,2020-12-09 21:01:02,2020-12-23 4:00:00,2026-07-10 0:00:00,26371,2024,5.541409993,91188,114192,108894,110313,96022
lilpantrycw_000180___1,lilpantrycw_000180,1,45.567173,-122.567362,,2019-08-01 12:59:07,2020-01-01 0:00:00,2025-07-14 10:00:00,17755,2021,5.533196441,9696,21392,8239,6003,5962
147657ultrashine___1,147657ultrashine,1,26.230898,-80.103109,,2015-01-26 15:43:12,2020-01-02 13:00:00,2025-07-10 17:00:00,15299,2016,5.519507187,,,,,2067
washup_000294___1,washup_000294,1,41.457865,-87.059044,,2020-11-03 13:39:53,2021-01-05 17:00:00,2026-07-10 0:00:00,25447,2011,5.505817933,36951,54873,52916,50210,52241
rocketwash_000183___1,rocketwash_000183,1,34.207029,-84.816044,,2019-08-20 12:50:15,2020-01-01 5:00:00,2025-06-27 18:00:00,11564,2004,5.486652977,35114,100130,110292,,
woodys_000289___1,woodys_000289,1,27.893632,-82.522316,,2020-10-02 14:43:48,2021-01-13 20:00:00,2026-07-09 23:00:00,29561,2003,5.483915127,89700,202604,243136,201607,201860
championxpresscw_000216___6,championxpresscw_000216,6,38.446741,-105.192968,,2020-11-03 13:25:49,2021-01-13 16:00:00,2026-07-08 23:00:00,24347,2002,5.481177276,56482,86380,98942,95960,94398
washcity_000125___1,washcity_000125,1,28.597107,-81.217157,,2018-11-27 20:03:19,2020-01-01 0:00:00,2025-06-17 12:00:00,26967,1994,5.45927447,,131134,206539,196438,189186
washup_000294___2,washup_000294,2,41.598527,-87.173266,,2020-11-16 14:03:00,2021-01-29 2:00:00,2026-07-10 0:00:00,25295,1987,5.440109514,28483,39992,49713,45743,44459
greatnorthaw_000297___1,greatnorthaw_000297,1,45.78032,-87.084065,,2020-11-03 13:47:27,2021-02-04 15:00:00,2026-07-09 5:00:00,22377,1980,5.420944559,47065,61655,66720,67300,71933
allwashedup_000264___2,allwashedup_000264,2,40.261415,-80.17475,,2020-11-03 13:59:49,2021-02-10 15:00:00,2026-07-08 4:00:00,28985,1973,5.401779603,67096,101280,104606,104489,113014
caliberocala_000153___9,caliberocala_000153,9,30.395907,-87.27782,,2020-10-02 13:12:49,2021-02-16 18:00:00,2026-07-09 0:00:00,26454,1968,5.388090349,61923,108610,98600,93188,91424
expresswashco1_000027___4,expresswashco1_000027,4,38.925961,-104.72242,,2019-01-09 15:11:34,2020-01-01 0:00:00,2025-05-20 6:00:00,24926,1966,5.382614648,3705,107614,140497,155263,147543
caliberocala_000153___10,caliberocala_000153,10,33.881418,-84.275415,,2020-12-15 14:51:15,2021-02-23 19:00:00,2026-07-09 4:00:00,26569,1961,5.368925394,102797,155522,149408,139796,127844
sonicsuds_000319___1,sonicsuds_000319,1,34.828216,-82.34752,,2021-02-16 13:51:00,2021-03-03 12:00:00,2026-07-10 5:00:00,23972,1954,5.349760438,141413,137342,135346,144201,148115
caliberocala_000153___11,caliberocala_000153,11,34.268125,-77.822478,,2021-01-28 21:33:51,2021-03-08 17:00:00,2026-07-09 4:00:00,25670,1948,5.333333333,54089,71825,62531,63678,63780
cudahycw_000277___1,cudahycw_000277,1,33.96535,-118.186432,,2020-09-04 12:38:47,2021-03-08 18:00:00,2026-07-09 2:00:00,26279,1948,5.333333333,24311,97220,107190,118577,127121
thoroughbredcw_000304___2,thoroughbredcw_000304,2,36.999729,-85.921223,,2020-12-15 20:59:22,2021-03-09 20:00:00,2026-07-10 0:00:00,23545,1948,5.333333333,78927,125523,121716,121342,122400
buckyscw_000301___1,buckyscw_000301,1,39.820377,-105.165827,,2020-11-23 13:04:07,2021-03-09 17:00:00,2026-07-09 0:00:00,20025,1947,5.330595483,15191,29606,44169,42969,40824
intracoastalcw_000313___1,intracoastalcw_000313,1,30.746067,-88.110775,,2021-01-14 14:00:27,2021-03-17 20:00:00,2026-07-10 0:00:00,17064,1940,5.311430527,64231,64455,51437,19616,4453
demo_client___3,demo_client,3,26.195774,-80.289503,,2016-07-28 18:07:32,2021-03-11 20:00:00,2026-06-30 9:00:00,24,1936,5.300479124,,,,,0
kingscw_000295___1,kingscw_000295,1,34.701982,-77.148764,,2020-11-03 13:43:18,2021-03-24 11:00:00,2026-07-10 5:00:00,24535,1933,5.292265572,94002,145982,153582,162934,164374
